id,holistic_redescription,actor_analysis,people_explanation,people_score,elite_explanation,elite_score,antagonism_explanation,antagonism_score,final_score,final_score_normalized,text,user_name
1491746389159723010,"The post consists of a string of user mentions followed by an exclamation and a German term, 'Noch ein Ahnungsloser!' — literally translating to 'Yet another clueless one!'. There is no semantic argument or narrative present beyond a dismissive label directed at the mentioned users. No political framing, societal division, or rhetorical structure indicating populism is evident.","1. '@nachtmacher', '@aber_no', '@ULTRAKAERL', '@Karl_Lauterbach' — these are named individual users, likely political figures or public personalities. Confidence: HIGH. Alternative interpretation: The term 'Ahnungsloser' may be directed at a broader group, but since no such group is explicitly named or invoked, we treat these as individuals. 2. 'Ahnungsloser' — a descriptive term for someone who is clueless or unaware, not a generalized class or institution. Confidence: HIGH.","No broad ordinary majority ('The People') is invoked. The text does not frame a universal citizenry as virtuous, suffering, or united. The language is dismissive toward specific individuals rather than constructing a collective identity of the public.",0,"No powerful outgroup is explicitly targeted or criticized. While the term 'Ahnungsloser' might carry a negative connotation toward certain individuals, there is no generalization to an elite class or establishment. The criticism is personal and not ideological.",0,"There is no constructed opposition between 'The People' and an elite. The post lacks any framework of moralized conflict or divide. It is a brief, informal dismissal of individuals without invoking a larger societal or political struggle.",0,0,0.5,@nachtmacher @aber_no @ULTRAKAERL @Karl_Lauterbach Noch ein Ahnungsloser!.,Cristina
1491425396369149963,"The post describes a situation regarding train delays at a central railway station, focusing on capacity improvements in a future station renovation. The rhetorical structure is informative and factual, presenting data about delay times and infrastructure changes without invoking any moral or political framing. There is no explicit reference to a general public ('The People') or a powerful outgroup ('The Elite'). The tone is neutral and technical, lacking any populist narrative elements.","1. '@MatthiasGastel' and '@trashTvJunkie1' — named individuals, likely users being addressed. Confidence: HIGH. 2. 'Züge' (trains) — general category, not a specific actor. Confidence: HIGH. 3. 'Hbf' (central station) — a location, not a class or institution. Confidence: HIGH. No generalized class or group is invoked.",No broad ordinary majority ('The People') is invoked. The text discusses train operations and infrastructure but does not frame a collective public experience or perspective. The focus is on logistical details rather than societal or political representation.,0,"No powerful group or class is targeted. The post does not criticize politicians, institutions, or elites — it simply presents facts about train schedules and station upgrades.",0,"No opposition between people and elite is constructed. The post is purely descriptive of operational conditions and future plans, with no suggestion of conflict, blame, or moral charge.",0,0,0.5,"@MatthiasGastel @trashTvJunkie1 Aber schauen Sie mal: Heute stehen alle Züge im Hbf erst mal 8-15 Minuten nach Ankunft. Zukünftig im neuen Hbf Fernzüge 2-3 Minuten, Regionalzüge 3-5 Minuten. Allein das verdoppelt fast schon die Kapazität. Im Gegensatz zu heute 6 haben wir dann 8 (mit P-Option 10) Zulaufgleise.",Michael Kerschl
1491664221196664835,"The post critiques a political figure, Nancy Faeser, for her handling of a Telegram-related issue involving Hildmann's channels. It frames her actions as insufficient compared to Seehofer’s failure to act, implying a contrast between effective and ineffective governance. The rhetorical structure suggests that Faeser’s approach lacks decisiveness or competence, while indirectly highlighting the inadequacy of certain political responses. There is no explicit invocation of 'The People' or a moralized divide between ordinary citizens and an elite class.","1. '@NancyFaeser' — an individual, likely a politician or public figure. Confidence: HIGH. 2. '#Seehofer' — a named political figure, possibly referring to a minister or government official. Confidence: HIGH. 3. '#Hildmann' — a named individual, potentially a public figure or activist. Confidence: HIGH. 4. '#Telegram' — a technology platform, not a class or institution in itself. It is used metaphorically here to indicate a tool or medium controlled by authorities. Confidence: HIGH. 5. 'Many' — a vague reference to a collective, but not explicitly tied to a generalized 'people'. Confidence: LOW — could be interpreted as part of a broader public reaction, but not clearly representing 'The People'.","While the phrase 'many' appears to refer to a group of people reacting to Faeser’s actions, there is no explicit invocation of a broad ordinary majority ('The People'). Instead, the focus remains on political actors and institutional responses. The post does not frame a virtuous or suffering majority, nor does it use inclusive language such as 'we', 'us', or 'the people' in a universal sense.",0,"The post criticizes Nancy Faeser and Seehofer as political figures, implicitly positioning them within a political establishment or elite class. However, the criticism centers on their individual performance rather than a generalized elite. The framing does not extend to a broader class or group of elites beyond these two individuals. Therefore, although some elements suggest anti-establishment sentiment, the target remains specific and not fully generalized.",-1,"The text constructs a mild form of opposition between two political figures—Faeser and Seehofer—based on their differing approaches to a Telegram-related issue. The tone implies dissatisfaction with Faeser’s inability to act effectively compared to Seehofer’s inaction. However, the antagonism is limited to institutional or personal failure rather than a moralized conflict between 'the people' and 'the elite'. There is no explicit us-vs-them framing or dehumanization of the political figures involved.",1,1,0.5138888888888888,"RT @Roter_Ritter: als ⁦@NancyFaeser⁩ informierte, sie habe Kontakt zu #Telegram aufgenommen, haben viele genölt, das reiche nicht. Sie hat aber in 3 Wochen geschafft, was #seehofer nicht mal anfassen wollte: Telegram sperrt #Hildmann|s Kanäle https://www.sueddeutsche.de/politik/hildmann-telegram-1.5525351",Bundestag Tweets
1492807028057812993,"The post critiques Frank-Walter Steinmeier's candidacy for German president, referencing his past involvement in the Murat Kurnaz case — a controversial decision to deny citizenship to a German-born man. It frames the president as lacking moral stature and accountability, implying he has failed to acknowledge his errors. The rhetorical structure suggests a disapproval of the political establishment's choice, casting doubt on Steinmeier’s integrity and leadership. The tone is critical but does not explicitly invoke 'The People' or a generalized elite class; instead, it focuses on a specific political figure and his historical record.","1. 'Frank-Walter Steinmeier' — a named political figure, specifically a candidate for Bundespräsident. Confidence: HIGH. 2. 'Murat Kurnaz' — a named individual involved in a politically sensitive case. Not central to the framing of 'The People' or 'The Elite'. Confidence: HIGH. 3. '#Steinmeier' / 'Bundespräsidenten wählen' — refers to a political process and the officeholder, but not a generalized class. Confidence: HIGH. 4. 'Er' (referring to Steinmeier) — a specific individual. Confidence: HIGH.","No broad ordinary majority is explicitly invoked. While the post implies a public or democratic process ('viele #Steinmeier als Bundespräsidenten wählen'), it does not frame 'The People' as a virtuous or unified group. The criticism centers on Steinmeier’s personal conduct and historical decisions rather than positioning him against a general public or collective interest.",0,"The text critiques a specific political figure (Steinmeier) and references his actions within a broader political context. However, it does not generalize the criticism to a powerful class or elite group. The focus is on a single individual's record and character rather than a systemic or institutional elite. The reference to the 'history of Murat Kurnaz' is used to criticize his moral authority, not to attack a collective elite.",-1,"There is a moderate antagonistic tone between the political figure (Steinmeier) and the reader/viewer, based on a critique of his actions and perceived lack of accountability. The opposition is framed around moral failing and leadership deficiency rather than a larger divide between people and elite. The moral charge is moderate: the elite (in this case, a single politician) is criticized for not acknowledging wrongdoing, but not portrayed as a systemic threat or enemy.",3,3,0.5416666666666666,"RT @annalist: Morgen werden viele #Steinmeier als Bundespräsidenten wählen. Er war nicht immer der freundliche, verständnisvolle älteren Herr.

Wer sich einladen ließ, für ihn zu stimmen, sollte die Geschichte von Murat #Kurnaz kennen. https://www.spiegel.de/politik/deutschland/murat-kurnaz-frank-walter-steinmeier-hat-nicht-die-groesse-seinen-fehler-einzugestehen-a-1134391.html",Hans Mann
1492424376612016128,"The post critiques a legal or constitutional decision by referencing the rejection of an emergency motion and its implications for the legality of a law, as confirmed by a court. The rhetorical structure is argumentative, focusing on institutional processes and legal validity rather than a moral or ideological divide between 'The People' and an elite. It does not invoke a generalized majority nor frame a conflict between ordinary citizens and powerful classes.","1. '@KuehniKev' and '@Markus_Soeder' — named individuals, likely political figures or commentators. Their roles are unclear from the text alone; they may be referencing them in a discussion or debate. Confidence: HIGH. 2. 'Das bestätigt nicht die Rechtmäßigkeit des Gesetzes' — refers to a legal or legislative process, but no explicit power class or elite is named. 'Eilantrag' (emergency motion) and 'Bundesfassungslosigkeitsgericht' (Federal Constitutional Court) are institutional references. Confidence: HIGH. 3. There is no mention of 'The People' or a generalized majority, nor is there a clear outgroup framed as elite. The focus is on a legal proceeding.","No broad ordinary majority is invoked. The text does not refer to 'The People' or frame a collective identity rooted in shared experience or values. The language is neutral and procedural, centered around the legal framework and court decision rather than a popular or political constituency.",0,"There is no direct reference to a powerful class or elite. The focus is on a judicial or legislative process — specifically, the rejection of an emergency motion and the court’s stance on the legality of a law. While the court and lawmakers are implicitly criticized for their actions, the framing is procedural and institutional rather than anti-elite.",0,"No opposition between 'The People' and an elite is constructed. The text focuses on a legal disagreement over the constitutionality of a law and the rejection of an urgent procedure. It does not use moralized language to depict a conflict between ordinary citizens and elites, nor does it imply blame or existential threat from a political class.",0,0,0.5,RT @MrsMertes: @KuehniKev @Markus_Soeder Es wurde der Eilantrag abgelehnt. Das bestätigt nicht die Rechtmäßigkeit des Gesetzes. #Bundesfassungslosigkeitsgericht,Heinz Kah
1491736665131474948,"The post appears to reference a user (@SWagenknecht) and includes a hashtag (#Impfpflicht), but lacks any clear semantic argument or rhetorical structure that would indicate a populist narrative. There is no invocation of 'The People' or 'The Elite', nor any framing of opposition between groups. The message consists primarily of a mention and a hashtag, with no discernible stance or narrative.","1. '@SWagenknecht' — a named individual/user. Confidence: HIGH. Alternative interpretation: Could be a general reference to a political figure if context were provided, but in isolation, it is a specific user mention. 2. '#Impfpflicht' — a hashtag, not an actor. Confidence: HIGH.","No broad ordinary majority ('The People') is invoked. The post references a specific user and a hashtag, but does not frame a general public or citizenry as a unified group with shared interests or experiences.",0,"No powerful group or class is targeted. While the hashtag '#Impfpflicht' relates to a political issue, there is no explicit or implicit criticism of an elite class or institution. The post does not generalize or criticize a group in a way that would constitute an elitist attitude.",0,"No opposition between 'The People' and 'The Elite' is constructed. The post does not imply conflict, blame, or moral distinction between groups. It is devoid of any antagonistic framing.",0,0,0.5,@SWagenknecht Dsnke @SWagenknecht ! #Impfpflicht,Die da 🍒
1486629938589491204,"The post supports a political figure (@maxotte_says) who resists what it frames as manipulative power games by the CDU, portraying this resistance as principled and commendable. It expresses anticipation for a future political event—the election of the German Federal President—while aligning with the AfD and referencing the broader political context. The rhetorical structure emphasizes loyalty to a specific political stance and highlights a contrast between a defiant actor and an allegedly corrupt or self-serving elite (the CDU).","1. '@maxotte_says' — a named individual, likely a politician or public figure. Confidence: HIGH. Alternative interpretation: Could be seen as representing a faction within a larger movement, but not a generalized class. 2. 'die Machtspielchen der #CDU' — a reference to the CDU (Christian Democratic Union) as a political party engaged in power struggles. This is a specific institution, but framed in a way that implies broader elitist behavior. Confidence: HIGH. Alternative interpretation: May be interpreted as targeting a single party rather than a generalized elite. 3. 'Wir' — inclusive pronoun referring to the poster’s group or supporters. Could be interpreted as representing a political bloc or the 'people' aligned with the AfD. Confidence: LOW — depends on how broadly 'Wir' is taken. 4. '#AfD' — a political party. Not directly named but implied in alignment with the sentiment. Confidence: HIGH.","The pronoun 'Wir' suggests a cohesive group that identifies with the stance expressed, potentially representing a segment of the electorate aligned with the AfD. However, there is no explicit invocation of 'The People' as a universal ordinary majority. Instead, the identification seems to be with a political faction rather than a broad populace. Therefore, while there is a sense of collective identity, it is not framed as the virtuous or unified majority in the populist sense.",1,"'Die Machtspielchen der #CDU' refers to a specific political party (CDU) and its alleged manipulative practices. While the CDU is portrayed negatively, the framing is more about a particular party's conduct than a generalized elite class. The criticism centers on internal party dynamics and strategy rather than an overarching elite class. Thus, it is closer to institutional critique than a full populist attack on an elite.",-2,"The post constructs a clear divide between the defiant actor (@maxotte_says) and the CDU, which is framed as engaging in manipulative behavior. There is a moral charge: the CDU is depicted as dishonest and self-serving, contrasting with the integrity of the supporter. However, the antagonism is moderate — not characterized by dehumanization, conspiracy theories, or existential threats, but rather a typical political disagreement. It falls within the range of active blame due to the negative portrayal of the CDU.",3,9,0.625,.@maxotte_says lässt sich auch weiterhin nicht von den Machtspielchen der #CDU beeindrucken: Gut so! Wir freuen uns schon jetzt auf den 13. Februar und die Wahl des Bundespräsidenten. 😉#Otte #AfD #Bundespraesident https://twitter.com/Alice_Weidel/status/1486629938589491204/photo/1,Alice Weidel
1492958810696261636,"The post critiques the proposed vaccine mandate in Germany, drawing a parallel to its anticipated failure in Austria. It argues that implementing a mandate with outdated vaccines is unwise and suggests redirecting effort toward persuasion instead. The rhetorical structure positions the author and implied readers as rational critics of top-down policy decisions, implicitly contrasting them with a perceived overreaching elite or bureaucratic establishment. However, the focus is on policy efficacy rather than a broader moral divide between 'the people' and 'the elite.'","1. '@Karl_Lauterbach' and '@annewill' — named individuals (likely political figures). Scale: Individual. Confidence: HIGH. Alternative interpretation: These may be cited as examples of those supporting or advocating for mandates, but they are not framed as part of a generalized elite class. 2. 'Die Impfpflicht' / 'Impfpflicht' — a policy or institutional measure, not a group. Scale: Role/institution. Confidence: HIGH. 3. 'Im Vorgriff auf eine eventuell kommende Variante' — references a future threat, not an actor. Scale: Conceptual. Confidence: HIGH. 4. 'die Überzeugung' — abstract concept, not a group. Scale: Conceptual. Confidence: HIGH.","There is no explicit invocation of 'The People' as a unified, virtuous, or suffering majority. While the author implies a general public or informed citizenry ('Mehr Energie in die Überzeugung'), this is not framed as a distinct group in opposition to elites. The language focuses on technical and strategic critique rather than a moralized portrayal of ordinary citizens. Therefore, the signal for 'The People' is absent.",0,"While the post criticizes a policy (vaccine mandate) and implies that decision-makers (possibly including the named individuals) are acting poorly, it does not generalize this criticism to a broader elite class. The critique is directed at a specific policy implementation and timing, not at a powerful political or institutional class. Thus, the signal for 'The Elite' is absent.",0,"No clear antagonism is constructed between 'The People' and 'The Elite.' The post critiques a policy and suggests better approaches, but lacks the moralized us-vs-them framing necessary to indicate antagonism. The tone is analytical rather than adversarial, and there is no evidence of blame or dehumanization directed at a powerful outgroup.",0,0,0.5,"@Karl_Lauterbach @annewill Die Impfpflicht würde in D. genauso scheitern, wie sie in Kürze in Österreich scheitert. Im Vorgriff auf eine eventuell kommende Variante eine Impfpflicht mit alten Impfstoffen einzuführen und umzusetzen, ist eine ziemlich unkluge Aktion. Mehr Energie in die Überzeugung stecken.",TiGli 🇩🇪🇪🇺
1492821481591611393,"The post critiques Germany's continued coronavirus restrictions in contrast to other European countries that have lifted them. It frames a sense of unfairness or exceptional treatment among Germans, invoking a shared national identity ('Wir') while blaming political leaders (@OlafScholz, @Karl_Lauterbach) for maintaining restrictive measures. The rhetorical structure positions the German public as disproportionately burdened and passive, juxtaposed against a perceived complacent elite who persist with policies that others have abandoned.","1. '@OlafScholz' and '@Karl_Lauterbach' — named political figures. Their inclusion suggests direct targeting, but the post does not generalize their roles beyond individual leadership. Confidence: HIGH. 2. 'Wir' (we) / 'Deutsche' (Germans) — inclusive pronouns and nationality referring to a national group. This can be interpreted as representing the ordinary majority ('The People'), especially when contrasted with other nations. Confidence: HIGH. 3. 'Ganz Europa' (All of Europe) — a generalized reference to a collective of countries, used to imply broader normalization of policy relaxation. Not a specific elite class but represents a contrasting external authority. Confidence: HIGH.","'Wir' and 'Deutsche' evoke a broad national majority, suggesting a shared experience of prolonged restrictions. The phrase 'Müssen wir Deutschen es eigentlich immer bis zum bitteren Ende durchziehen?' positions the German population as enduring hardship disproportionately compared to others, reinforcing a narrative of a unified, affected public. While not explicitly labeled as 'The People', the language strongly implies a general citizenry facing an unjust situation. Therefore, this aligns with a positive invocation of the ordinary majority.",2,"Political leaders '@OlafScholz' and '@Karl_Lauterbach' are directly criticized for continuing restrictive measures. Although the post doesn't label them as a class or institution broadly, it implicitly casts them as part of a governing elite responsible for decisions affecting the public. The tone implies they are out of touch with evolving realities elsewhere. Thus, the criticism extends beyond individual actions to a broader elite decision-making body, though not fully generalized to an abstract elite class.",-2,"The text constructs a clear divide between the German people ('Wir') and the political leadership ('@OlafScholz & @Karl_Lauterbach'). There is a moral charge: the elite is portrayed as inflexible, insensitive, and disconnected from public needs or global trends. Phrases like 'beenden Sie uns endlich davon' and 'wir machen weiter' imply that the elite is imposing unnecessary suffering upon the people. The opposition is framed as one of willful resistance versus necessary adaptation, indicating active blame rather than mere dissatisfaction.",4,16,0.7222222222222222,"RT @marcfriedrich7: Norwegen hat auch die #Corona Maßnahmen eingestampft. Wann befreien Sie uns endlich davon @OlafScholz & @Karl_Lauterbach? 
Müssen wir Deutschen es eigentlich immer bis zum bitteren Ende durchziehen? Ganz Europa lockert, beendet die Maßnahmen & Maskenpflicht. Nur wir machen weiter",gab.ai/Hase (Ungeimpft)
1492989454365204482,"The post responds to a question about consequences of high illness rates, detailing indirect impacts on healthcare systems such as shortages of hospital beds and medical staff, and delayed procedures. The rhetorical structure is factual and explanatory, focusing on logistical and systemic effects rather than constructing a moral or political narrative. There is no explicit invocation of 'The People' or 'The Elite,' nor any framing of opposition between groups.","1. '@LSkeptiker', '@erik_fluegge', '@Karl_Lauterbach' — named individuals, likely political figures or commentators. Their inclusion is contextual, not central to the argument. Confidence: HIGH. 2. 'KH' — shorthand for 'Krankenhaus' (hospital), a generic reference to the healthcare system. Not a class or group with moral or political implications. Confidence: HIGH. 3. 'erkranktes medizinisches Personal' — refers to sick medical personnel, a descriptive category but not a generalized elite or people group. Confidence: HIGH.","No broad ordinary majority ('The People') is invoked. The text discusses the effects of illness on hospitals and staff, but does not frame a collective citizenry as a moral or political force. The focus is on systemic constraints rather than a virtuous or suffering majority.",0,"No powerful group or class is targeted. The discussion centers on the functioning of the healthcare system under stress, not on critiques of political elites or institutional power. While medical professionals are mentioned, they are described as victims of the situation, not as an elite class. No generalized outgroup is constructed.",0,"There is no opposition constructed between 'The People' and 'The Elite.' The post describes causal relationships within the healthcare system during a crisis, without moralizing or blaming any group. The tone is neutral and informative.",0,0,0.5,"@LSkeptiker @erik_fluegge @Karl_Lauterbach Natürlich tut es das - wenn zu viele gleichzeitig krank werden, werden Plätze im KH knapp, fehlt erkranktes medizinisches Personal, müssen Untersuchungen und OPs verschoben werden etc. 
Mittelbare Folgen eben.",Frau Ulme
1492515135667281926,"The post critiques government health policies, specifically regarding vaccination mandates and public health measures, arguing that once an immunization offer was extended to all eligible groups, restrictions should be lifted. It positions itself as a call for personal responsibility ('Eigenverantwortung') and implies that certain groups—particularly young children—were unfairly excluded from the policy framework. The rhetorical structure presents a binary opposition between those who received the vaccine offer and those still subject to restrictions, implicitly questioning the rationale behind continued restrictions. However, there is no explicit invocation of 'The People' as a unified majority or a generalized elite class; instead, it focuses on policy outcomes and individual choice.","1. '@Markus_Soeder' and '@Matadorin21' — named individuals, likely political figures. Confidence: HIGH. 2. 'Alle' (all) / 'alle' (all) — inclusive pronouns referring to a general population, but contextually limited to those who have been offered vaccines. Not necessarily 'The People' in the populist sense. Confidence: LOW — alternative reading: specific group affected by policy (those vaccinated). 3. 'Die Kinder unter 5 Jahren' (children under 5 years old) — a specific subgroup. Not 'The People' as a whole. Confidence: HIGH. 4. 'Sie' (you) — a vague reference to the government or decision-makers. Could be interpreted as a generalized political class. Confidence: LOW — alternative reading: direct address to named individuals or a specific authority.","The use of 'alle' and 'alle' suggests a broad reference to the population that has received a vaccine offer, but it does not invoke 'The People' as a unified, virtuous, or ordinary majority. Instead, the focus is on those who were included in the policy, and the exclusion of children under five is highlighted as problematic. There is no framing of this group as a representative of the general public or as a moral majority. Therefore, while a general public is implied, it is not framed as 'The People' in the populist sense.",0,"The post indirectly criticizes the government or authorities for maintaining restrictions despite offering vaccines to most of the population. While the language suggests disapproval of policy decisions, it does not generalize this critique to a broader 'elite' class. The criticism centers on specific policy choices rather than targeting a powerful outgroup as a whole. Thus, it leans toward institutional critique rather than populist anti-elite framing.",-1,"There is a subtle tension between those who received the vaccine offer and those still restricted, but the opposition is not framed as a moral or existential divide between 'The People' and 'The Elite.' The tone is more critical of inconsistent policy application than it is of a corrupt or antagonistic elite. The moral charge is mild — the elite is portrayed as inconsistent or misjudging the situation, not as culpable or threatening. This places the antagonism in the dissatisfaction range.",1,1,0.5138888888888888,"RT @evelyn_helf: @Markus_Soeder @Matadorin21 Wie war das: wenn wir allen ein Impfangebot gemacht haben, können alle Maßnahmen fallen! Das haben Sie getan. Bis auf die Kinder unter 5 Jahren haben alle ein Angebot. Die Kinder unter 5 Jahren sind nicht gefährdet. Also lassen Sie alle Maßnahmen fallen. Eigenverantwortung jetzt!",Jups
1492966155925008384,"The post references a health minister and implies that the minister has a justification ready for a situation, likely related to a policy or decision. There is no explicit invocation of 'The People' or a clear moralized opposition between a populace and an elite. The tone is more observational or critical of a specific official’s actions or preparedness rather than engaging in a broader populist narrative. No strong rhetorical structure indicating a division between 'the people' and 'the elite' is present.","1. '@f_schaeffler' — a named individual (likely a public figure or influencer). Confidence: HIGH. 2. 'Unser Gesundheitsminister' ('our health minister') — a named role/institution. This refers to a specific government official, not a generalized elite class. Confidence: HIGH. Alternative interpretation: While the health minister may be seen as part of a larger political establishment, the reference is to a specific person, not a class or institution broadly. No generalization to 'the elite' is implied here.","No broad ordinary majority ('The People') is invoked in the post. The phrase 'Unser Gesundheitsminister' ('our health minister') points to a specific official rather than a collective citizenry. The speaker uses 'uns' (our), but this is tied to a political context rather than a universal grouping of ordinary citizens. There is no indication that the post frames 'the people' as a virtuous or suffering majority.",0,"A specific government official ('health minister') is mentioned, but there is no generalization to a broader elite class. The criticism or implication appears to be about one individual’s preparedness or justification rather than attacking a systemic or powerful group. The post does not construct a generalized elite as a target.",0,"There is no clear opposition constructed between 'the people' and 'the elite'. The post implies that the health minister might have a justification, but does not frame this as a conflict or divide. The rhetorical tone suggests mild skepticism or critique of the official’s readiness, but lacks the moral charge or framing of antagonism necessary to qualify as populist rhetoric.",0,0,0.5,@f_schaeffler Unser Gesundheitsminister hat da sicher schon eine Rechtfertigung vorbereitet.,Tatjananda
1491379849570942977,"The post critiques a political figure (@Karl_Lauterbach) for excluding unvaccinated or recovered individuals from a medical or public health narrative, implying these groups were deliberately marginalized or misrepresented. The rhetorical structure uses metaphorical language ('Lügenherzlungenmaschine' — 'lying-heart-lung machine') to frame the political actor as part of a deceptive apparatus. The post invokes a sense of exclusion and betrayal among a specific subgroup (unvaccinated/recovered), positioning them as victims of a misleading elite discourse.","1. '@Karl_Lauterbach' — a named individual (likely a German politician), functioning as a specific political actor. Confidence: HIGH. 2. 'Ungeimpfte/genesene' (unvaccinated/recovered) — a named subgroup, but not framed as a universal majority. Could be interpreted as a distinct group with shared interests rather than 'The People' as a whole. Confidence: HIGH. 3. 'Lügenherzlungenmaschine' — metaphorical framing of a system or narrative, not a named group. May imply a broader elite or establishment, but is not explicitly defined as such. Confidence: LOW — could be read as symbolic or rhetorical rather than a concrete outgroup.","The post does not invoke 'The People' as a universal ordinary majority. Instead, it references a specific subgroup: 'ungeimpfte/genesene' (unvaccinated/recovered). While this group may represent a segment of the population with shared experiences, it is not framed as the virtuous or central majority. Rather, it is portrayed as excluded or misrepresented within a larger political discourse. Therefore, no clear signal of 'The People' is present.",0,"The post indirectly targets a powerful political actor ('@Karl_Lauterbach') and implies a broader elite or establishment through the metaphor of the 'Lügenherzlungenmaschine.' However, the criticism focuses on one individual’s actions and the framing of a policy or narrative, rather than generalizing the entire political class or establishment as a group. The elite is not explicitly characterized as a collective class but as a figure within a system.",-2,"The post creates a sense of opposition between the excluded group ('ungeimpfte/genesene') and the political actor and system ('@Karl_Lauterbach', 'Lügenherzlungenmaschine'). The tone conveys blame and frustration, suggesting the elite is culpable for misrepresenting or neglecting certain citizens. However, the moral charge is moderate — the elite is accused of deception and exclusion, but not framed as an existential threat or conspiratorial force. The antagonism lies in dissatisfaction and distrust rather than active blame or mobilizing rhetoric.",3,6,0.5833333333333334,@Karl_Lauterbach Sie haben uns als ungeimpfte/genesene Kontrollgruppe vergessen - wir ziehen schon am Stecker der Lügenherzlungenmaschine ☝️,Lucyna Oles-Ruiner
1490678755454599169,"The post critiques a specific policy decision by Bavarian authorities to suspend the vaccine mandate for nursing staff, framing it as a sign of political failure or inconsistency. It implies that other regions of Germany should follow suit. The rhetorical structure positions the Bavarian government as reactive and ineffective, while calling for broader national action. While the post highlights a policy conflict and suggests a need for change across the country, it does not invoke a broad ordinary majority ('The People') nor construct a moralized divide between a virtuous public and a corrupt elite.","1. 'Die Politik' / 'die Regierung' (the government) — a named institution or role, not a generalized elite class. Confidence: HIGH — although 'Politik' is vague, in context it refers to the political leadership making decisions. Alternative reading: could be interpreted as a more abstract representation of governance, but still tied to a specific institutional entity. 2. 'Bayern' — a regional authority, not a generalized class. Confidence: HIGH — clearly refers to the state government of Bavaria. 3. 'Pflegekräfte' (nursing staff) — a specific professional group, not 'The People'. Confidence: HIGH — the group is identified by function, not as part of a universal majority. 4. 'Der Rest der Republik' (the rest of the republic) — implicitly refers to other German states or regions, but lacks explicit framing as a unified people. Confidence: LOW — the term does not clearly denote a broad ordinary majority; it may reflect a political stance rather than a populist narrative.","The phrase 'der Rest der Republik' suggests a collective body of German regions or citizens, but does not explicitly invoke a universal ordinary majority ('The People') in the populist sense. There is no use of inclusive pronouns like 'we,' 'us,' or 'the common people' to represent a shared identity or virtue. Instead, the focus is on regional differences and policy inconsistency. Therefore, there is no clear invocation of 'The People' as a virtuous or unified group. The reference to 'the rest of the country' functions more as a political appeal than a populist ingroup marker.",0,"The text indirectly criticizes the Bavarian government and by implication the federal political leadership for failing to align their policies with real-world conditions. However, it does not generalize this critique to a broader 'elite' class. The criticism is directed at a single regional policy decision rather than a systemic elite. The term 'Politik' is used broadly but not in a way that frames it as a corrupt or self-serving group. Thus, this is more of a localized policy critique than an elitist attack.",-1,"There is a mild form of opposition between the Bavarian government’s actions and the implied expectations of other parts of the country. The post expresses dissatisfaction with the decision to pause the mandate, suggesting that such inconsistency undermines national unity or effectiveness. However, the tone is critical rather than morally charged. The elite is not portrayed as culpable or dangerous — merely as inconsistent or out of touch. The antagonism is at the level of policy disagreement, not a deep ideological divide.",1,1,0.5138888888888888,"RT @JoanaCotar: Wenn die Politik merkt, dass ihre Pläne nicht zur Realität passen und Spazierengehen eben doch hilft: Bayern setzt die #Impfpflicht für Pflegekräfte vorerst aus. 

Und jetzt bitte der Rest der Republik.

https://www.welt.de/politik/deutschland/article236724661/Corona-Regeln-Bayern-will-Impfpflicht-fuer-Pflegekraefte-vorerst-aussetzen.html","Luca Eukaryot❌Dein Verstand,gehört nicht Politiker"
