id,text
407036,"Dazu gehört in jedem Fall auch, dass die Grundfinanzierung unserer Hochschulen deutlich verbessert wird, um dem Stellenkürzungswahn Einhalt zu gebieten."
609413,"Wir fordern deshalb die Aufstockung der Mittel für die Gemeinschaftsaufgabe „Verbesserung der Agrarstruktur und des Küstenschutzes“ um 200 Millionen Euro für ein Aktionsprogramm „Bäuerlich-ökologische Landwirtschaft“, um damit einen Umbauplan „Zukunftsfähige Tierhaltung“ in Höhe von 150 Millionen Euro zur Umsetzung der Vorschläge des Gutachtens zu finanzieren."
1106046,Sie schaden der deutschen Wirtschaft.
5276,"Sie wenden sich den Bürgerinnen und Bürgern, den Einwohnern unseres Landes zu, die Hilfe bedürfen."
739130,Bitte nicht die Betroffenen vor Ort verunsichern!
341472,Ich möchte mich an dieser Stelle für das Vertrauen der Menschen aus meiner Heimatregion bedanken.
562815,"Wir stehen an der Seite der Bürgerinitiativen vor Ort, die sich gegen Fracking ausgesprochen haben, für ein Fracking-Verbot ohne Ausnahmen."
1163659,"Panikmache mit astronomischen Zahlen, die die Bürger verunsichern sollen."
150944,"Unstrittig ist die Bedeutung, die ein funktionierender öffentlicher Dienst für unsere Gesellschaft hat, auch als einer der wichtigsten Kontaktpunkte der Bürgerinnen und Bürger mit ihrem Staat."
24816,"Wir erleben das leider immer wieder in unseren Debatten im Plenum, ganz besonders auch in der Kommunikation mit Bürgerinnen und Bürgern."
241501,Trauen Sie Ihren Bürgern endlich mal was zu!
49728,"Wir wollen mit den Menschen bauen, nicht gegen sie."
487414,Den Menschen in Deutschland geht es gut wie lange nicht.
574293,"Wir wollen, dass sich Jugendliche für den Spitzensport entscheiden, gerade weil sie wissen, dass es hier in Deutschland sauber und sportlich fair zugeht, dass am Ende der Beste gewinnt und nicht der mit den skrupellosesten Ärzten im Hintergrund."
803768,"Wir haben in den letzten Jahren unter der Führung von Angela Merkel mit dieser Bundesregierung und den Mehrheiten im Parlament gezeigt, dass wir das Land auch in schwierigen Situationen gut regieren, dass wir die vielen schwierigen Situationen, ja Krisen hervorragend gemeistert haben: mit Stabilität und Verlässlichkeit, mit einem klaren Wertekompass."
1219729,Aber ein bisschen Bewunderung muss man für die Bundesregierung schon aufbringen.
841622,Nur mit Arroganz kommt man an dieser Stelle nicht besonders weit.
1090442,Ich will mich auch nicht in die Öffentlichkeitsarbeit der Regierung einmischen.
583097,"Sie will einen guten Handel, einen fairen Handel, deswegen sind die Leute auf der Straße."
128337,Die Städte sollten Verkehrsverbote nicht übertreiben.
387497,"Wenn wir uns also mit einer machtvollen Stimme gegenüber allen Landesregierungen Gehör verschaffen wollen, dann tun wir gut daran, alle politischen Kräfte dieses Hauses zu bündeln."
439449,Wir als Grüne werden das operationelle Programm der Bundesregierung konstruktiv und kritisch begleiten.
218826,"Ich starte einfach direkt damit, dass ich mich ganz herzlich bei Bettina und auch bei dir, Emmi, bedanke für die für die Notfallsanitäterinnen und Notfallsanitäter wirklich gut gelaufenen Superberatungen und dafür, dass wir da an einem Strang gezogen und durchgehalten haben."
1124833,"Wer im Interesse der Mieterinnen und Mieter und nicht nur für den eigenen Profit baut, sollte auch vom Staat unterstützt werden."
604510,Ich erinnere dabei an die ungeklärte und prekäre Situation der vielen freien Mitarbeiterinnen und Mitarbeiter an den Goethe-Instituten.
30299,Sie kreieren mit Ihrer Hysterie falsche Bilder und wollen den Leuten damit Angst machen.
1131123,"Wir müssen wieder stärker eine Gesellschaft werden, die nicht nur auf sich, sondern auch auf die anderen sieht – im Interesse unserer Kinder."
830884,Die Bürgerinnen und Bürger akzeptieren Europa dann nicht.
697841,"Die Aufgabe des Staates muss es aber sein, Gesundheit und Aufklärung zu fördern, ohne unnötig in die Freiheitsrechte von Verbraucherinnen und Verbrauchern und auch der Wirtschaft einzugreifen."
717579,"Man muss die Menschen, unsere Beschäftigten, ernst nehmen und darf ihnen nichts vorgaukeln."
1115362,"Aber das Eigentliche, was diese Kommission letzten Endes auch in die Gesellschaft gebracht hat, war, dass sie politisch und gesellschaftlich die Strukturen widergespiegelt hat."
735384,"Wir sollten und müssen uns daher - auch im Interesse unserer Kinder und der nachfolgenden Generationen - immer unserer Geschichte bewusst sein, damit ein solches Verbrechen niemals wieder geschieht."
717319,Haltung zugunsten des öffentlichen Dienstes zeigen wir als Sozialdemokraten durch die Wahrnehmung parlamentarischer Pflichten und hier zuvörderst durch verantwortungsvolle Haushaltsgesetzgebung.
386586,Die Menschen haben sich überlegt: „Jetzt oder nie!“ und sind in Scharen nach Ungarn abgewandert.
63349,"Deutschland ist eine Autofahrernation, und wir sind die Interessenvertretung der Autofahrer."
927180,"Wir setzen auch mit einer Rückkehr zur Parität, zur hälftigen Finanzierung der Krankenversicherungsbeiträge durch Arbeitnehmer und Arbeitgeber, auf eine Entlastung der Beitragszahler."
226152,"Wir haben vier Handlungsfelder: gute Dateninfrastruktur, verantwortungsvolle Datennutzung, Datenkompetenz und den Staat als Vorreiter und Impulsgeber."
278645,"Dabei haben wir alles im Blick: die Verkehrsdienstleister, die familiengeführten Unternehmer, die flexible Mobilität in den Ballungszentren, aber genauso auch die Verlässlichkeit des ÖPNV in den ländlichen Räumen."
1030555,"Diese Krise – das ist klar – stellt die Landwirtschaft, die Bäuerinnen und Bauern vor existenzielle Herausforderungen."
756066,"Ich habe jetzt die Freude, für den gesamten Petitionsausschuss sprechen zu dürfen - also nicht als Vertreterin einer Fraktion - und bei dieser Gelegenheit auch ein wenig zu erhellen, worum es eigentlich geht, wenn wir hier über Sammelübersichten abstimmen."
462320,"Die Politikerinnen und Politiker dort wollen mit dem Geld, das ihnen zur Verfügung steht, die Qualität ihrer Schulen vielleicht lieber mit anderen Maßnahmen verbessern als mit Schulsozialarbeit, die dort nicht ganz so dringend gebraucht wird."
63001,"Aber lassen wir uns nicht einreden von dieser Truppe, dieses Parlament hätte in irgendeiner Art und Weise nicht genug zu tun, würde nicht arbeiten oder sonst etwas."
1235881,Zuschauer auf den Tribünen und an den Fernsehbildschirmen!
953230,"Die Statistiken der öffentlichen Rechtsauskünfte, die Statistiken der Verbraucherzentralen belegen das zum Teil mit erschreckenden Zahlen."
532226,Die Preisträger leisten vor Ort - fantasievoll und kreativ - wertvolle Präventionsarbeit.
208757,"Die Bundesregierung ist von der deutschen Bevölkerung gewählt worden, und in erster Linie ist erst mal die Versorgung der deutschen Bevölkerung mit Impfstoffen sicherzustellen und nicht die der europäischen."
991939,"Der Petitionsausschuss, meine Damen und Herren, nimmt die Nöte der Bürger auf."
62385,"Deshalb wäre es ein wichtiges und starkes Signal an die Pflegekräfte, wenn unser Antrag von allen demokratischen Fraktionen dieses Hauses und auch der Bundesregierung wohlwollend und ernsthaft beraten und beschieden würde."
728365,"Mein Anliegen war es vielmehr, den politischen Kern herauszuarbeiten und an Sie zu appellieren, dass wir auch nach einer zu erwartenden Ablehnung dieses Antrags ernsthaft lösungsorientiert miteinander reden und dann hoffentlich einen Weg dazu finden, was wir tun können."
12385,"Die Bundesregierung muss es endlich schaffen, mit ihrer Politik die Begeisterung für den handwerklichen Beruf in unserer Jugend wiederzuerwecken."
180138,"Insgesamt, liebe Kolleginnen und Kollegen, entlastet dieses Gesetz die Länder, insbesondere die kleineren, und Kommunen um rund 1 Milliarde Euro – ein weiteres Beispiel für länder- und kommunalfreundliches Handeln dieser Bundesregierung und des Bundes."
1066955,Die zunehmende Spezialisierung auf Trink- und Abwasserrohre macht die Firma im Angesicht öffentlicher Sparmaßnahmen nur noch verwundbarer.
362739,"Wer meiner Generation angehört und in der Bundesrepublik aufgewachsen ist, der erinnert sich zumeist noch ganz gut an Soldaten im Straßenbild, und zwar nicht nur an Soldaten auf Fahrzeugen in natooliv und mit einem Y-Nummernschild, sondern auch an Grundwehrdienstleistende, die oft irgendwo unterwegs waren, sich abends amüsieren wollDr."
574753,"Ich möchte mich an dieser Stelle bei all den Sportlern und bei denjenigen, die sie trainieren, ebenso wie bei den Familien bedanken, die den Breitensport unterstützen."
1204341,"Lassen Sie mich als letztem Redner in der Debatte des heutigen Tages die letzten Sekunden meiner Redezeit nutzen, um mich für Ihre sehr sachgerechte und sachliche Sitzungsführung zu bedanken, Frau Präsidentin."
1084406,"Wir zeigen den Bürgerinnen und Bürgern, dass es möglich ist, neue wichtige politische Instrumente der Haushaltspolitik zu schaffen."
1174969,"Unsere Städte und Gemeinden, unsere Landkreise, die Länder, unsere Behörden und die Bevölkerung haben erhebliche Anstrengungen unternehmen müssen."
505523,"Man spürt förmlich das Unbehagen des Schreibers, das ihm Unerklärliche erklären zu müssen."
450491,"Wir müssen den Spagat schaffen, Menschen schnell in den Arbeitsmarkt zu integrieren, ohne die Qualität deutscher Berufsabschlüsse zu verwässern."
47751,Lassen Sie uns ein Zeichen für Stabilität insbesondere auch unserer deutschen Landwirtschaft setzen!
688029,"Unser Antrag setzt die richtigen Akzente und weist meines Erachtens den gangbaren Weg zwischen dem Datenschutzbedürfnis der Europäer und der durchaus verständlichen Notwendigkeit für Unternehmen, Daten zu erheben."
978234,"Positiv möchte ich zum Schluss noch das besonnene Krisenmanagement der Deutschen Bahn sowie des Bundesministers für Verkehr und digitale Infrastruktur unter der damaligen Leitung von Alexander Dobrindt, aber auch die heute sehr transparente Behandlung dieser Angelegenheit durch den neuen Bundesminister Andreas Scheuer ansprechen."
1006479,Diese Agentur braucht an ihrer Spitze schlussendlich einen brillanten Kopf.
1009160,Wir haben in der Bevölkerung eine breite Akzeptanz für einen gut gemachten Klimaschutz.
538199,Wir dürfen die betroffenen Kommunen und Jugendämter mit diesen Herausforderungen nicht alleinlassen.
857028,"Wir als Bund machen uns dafür stark, diesen Druck zu lindern."
297763,"Manches Mal, wenn wir uns am Riemen reißen, wenn wir zusammenarbeiten, dann finden wir Lösungen für diese Probleme dieser Menschen, und die machen oftmals für ihr gesamtes Leben einen ganz elementaren Unterschied."
290632,"Wir müssen in dieser Gemeinsamen Agrarpolitik – da bin ich auch teilweise beim Rainer Spiering – wieder mehr wegkommen von der reinen Flächenförderung, mehr hin zu den Arbeitskräften, zu den Bäuerinnen und Bauern, die hier arbeiten."
67886,"Inwiefern sehen Sie sich da gewappnet, und wie beziehen Sie insbesondere die betroffene Deutsche Bahn an dieser Stelle ein?"
328672,Die Soldatinnen und Soldaten wollen Verantwortung übernehmen.
354838,Heike Brehmer wünsche ich ebenfalls viel Erfolg bei ihrer verantwortungsvollen Arbeit als Vorsitzende des Tourismusausschusses.
433593,"Klar ist: Folgt man den Ergebnissen der Verbraucherforschung und erkennt an, dass es sowohl den verletzlichen wie den vertrauenden als auch den verantwortungsvollen Verbraucher gibt, bedarf es verschiedener Arten der Ansprache und Unterstützung dieser Gruppen seitens der Politik."
37960,"Deshalb fordern wir auch die Verankerung eines Staatsziels Kultur und die Möglichkeit eines Zusammenwirkens von Bund, Ländern und Kommunen zum Schutz und zur Förderung der Kultur, ohne die ländlichen Räume bei der kulturellen Teilhabe auf sich allein gestellt zu lassen."
10648,Wir müssen das Bewusstsein für diese Leistungen in die Mitte der Gesellschaft holen.
1176574,"Jede Kommunalpolitikerin und jeder Kommunalpolitiker erzählt gerne davon, wie mit Mitteln der Städtebauförderung ein Stück Heimat wiedergewonnen, erhalten wurde und wieder erlebbar geworden ist."
167522,"Sie haben umsichtig gehandelt und einen gemeinsamen Weg vorgeschlagen, um unsere Bevölkerung zu schützen, wohl wissend, dass dies ein harter Weg ist, der unseren Bürgern und unserer Wirtschaft vieles abverlangt."
448232,"Die Mitarbeiter vor Ort werden es Ihnen danken, und auch die Schifffahrtsbranche."
979541,"Aber der Arbeitsmarkt wird immer unattraktiver, weil diese Bundesregierung nicht in der Lage ist, die Mitte der Gesellschaft, die hart arbeitenden Menschen, zu entlasten."
1123432,Diese Menschen haben alle einen sehr nüchternen Blick auf die Realität.
472278,"Da gibt es den Lkw-Fahrer, der den Gammelfleischskandal aufdeckt, oder die couragierte Pflegefachkraft, die die Missstände in ihrer Einrichtung mutig anprangert."
97327,So warf der 17. Juni 1953 seinen Schatten viele Jahre in die Zukunft und prägte die Ängste der Opposition in der DDR.
175063,"Wir werden noch viele Monate mit dem Virus leben müssen, und die Bürger wissen das."
